Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Grete,Kristensen,Haugskogen 8C,Bentehamn,1659,Norge,NO,19490316-1727,+47,445 54 751,1949-03-16,True
Georg,Larsson,Kyrkogatan 64,Skellefteå,23856,Sverige,SE,19471216-9131,+46,0557-32 06 78,1947-12-16,True
Piotr,Andersson,Industrivägen 950,Luleå,83165,Sverige,SE,19441016-5366,+46,0094-60 13 35,1944-10-16,True
Tobias,Rønning,Madsenhaugen 8,Moe,6271,Norge,NO,19910309-2255,+47,08955041,1991-03-09,True
Bo,Berggren,Strandtorget 1,Eskilstuna,92411,Sverige,SE,19850616-5396,+46,08-18 54 20,1985-06-16,True
Julia,Sundström,Industrivägen 2,Uddevalla,30782,Sverige,SE,19880922-4688,+46,+46 (0)34 95 42 23,1988-09-22,True
Malin,Mikkelsen,Amundsenstubben 64E,Karihamn,4752,Norge,NO,19491215-6967,+47,44494872,1949-12-15,True
Bengt,Nilsson,Ekgatan 85,Piteå,82447,Sverige,SE,19490326-8749,+46,0366-94 62 49,1949-03-26,True
Synnøve,Danielsen,Nilsengropa 88,Toneås,1491,Norge,NO,19710206-9272,+47,73 89 58 30,1971-02-06,True
Thor,Halvorsen,Hagengrenda 66,Kristoffersen,4514,Norge,NO,19631004-8422,+47,921 89 213,1963-10-04,True
Lars,Pettersson,Grangatan 8,Västerås,91560,Sverige,SE,19670609-4854,+46,0590-909 43,1967-06-09,True
Johan,Olsson,Ängsvägen 6,Göteborg,85974,Sverige,SE,20001121-4718,+46,08-977 08 18,2000-11-21,True
Allison,Beck,Chang Parkways 59806,New Tamara,99012,Danmark,DK,19431001-0039,+45,001-269-398-0560x23746,1943-10-01,True
Sten,Forsman,Stationstorget 16,Jönköping,73875,Sverige,SE,19471128-9112,+46,08-026 659 64,1947-11-28,True
Mio,Åkesson,Åkerstigen 0,Mölndal,15017,Sverige,SE,19820922-8028,+46,08-61 86 96,1982-09-22,True
Sissel,Myhre,Lundeggen 14,Arnesen,3881,Norge,NO,19970129-0660,+47,79036723,1997-01-29,True
Bengt,Lindberg,Ängsvägen 3,Helsingborg,95647,Sverige,SE,19600605-4478,+46,08-170 97 04,1960-06-05,False
Sven,Arvidsson,Granvägen 2,Södertälje,74239,Sverige,SE,19580613-3131,+47,0864-591 57,1958-06-13,False
Per-Olof,Sundell,Kyrktorget 4,Uddevalla,60211,Sverige,SE,19531011-5039,+46,+46 (0)02 40 08 98,1953-10-11,True
Åsa,Jansson,Bäckgatan 512,Umeå,24189,Sverige,SE,19770717-8216,+46,083-31 17 59,1977-07-17,True
Debra,Carr,Victoria Plains 4944,South Aaronville,36215,Danmark,DK,19670122-3772,+45,708-288-1376,1967-01-22,True
Kent,Skoog,Skoltorget 88,Karlskoga,18869,Sverige,SE,19900826-9896,+46,0956-08 67 38,1990-08-26,True
Vincent,Lucas,Amanda Parkway 999,West Stephenbury,91766,Danmark,DK,19800603-3191,+45,+1-729-309-2457,1980-06-03,True
Kaarina,Kemppainen,Eduskuntakatu 888,Ylitornio,74973,Finland,FI,19500301-411B,+358,+358 77 5737352,1950-03-01,True
Nathaniel,Vargas,Erickson Valleys 6258,Huangmouth,82970,Danmark,DK,19820301-9443,+45,001-660-707-1147,1982-03-01,True
Roland,Johansson,Parkgränd 615,Lund,81490,Sverige,SE,19420122-6817,+46,095-97 09 94,1942-01-22,True
Torsten,Petersson,Gentorget 6,Västerås,82757,Sverige,SE,19621122-1591,+46,+46 (0)8 941 427 80,1962-11-22,True
Inkeri,Valkonen,Runoilijanpolku 153,Kyyjärvi,05986,Finland,FI,19470722-766U,+358,+358 07 1319975,1947-07-22,True
Trond,Berntsen,Kristoffersenlyngen 3,Janvåg,2972,Norge,NO,19451116-1162,+47,44757760,1945-11-16,True
Outi,Nissinen,Tuomarinkylänkatu 13,Luumäki,60542,Finland,FI,19591204-475V,+358,031 364 1747,1959-12-04,True
Therese,Johansson,Skolgatan 603,Norrköping,74271,Sverige,SE,19561006-8807,+46,013-640 68 23,1956-10-06,True
Lennart,Källström,Kvarngränd 0,Motala,36021,Sverige,SE,19970731-9109,+46,08-194 17 24,1997-07-31,True
Rolf,Karlsson,Gengränd 30,Nyköping,21601,Sverige,SE,19851023-5077,+46,+46 (0)265 409 67,1985-10-23,True
Frances,Romero,Smith Ferry 9411,Davidchester,88076,Danmark,DK,19480426-0175,+45,882.976.6510,1948-04-26,True
Siri,Wahlgren,Ekstigen 61,Växjö,81618,Sverige,SE,19520918-1504,+46,+46 (0)90 49 55 03,1952-09-18,True
Sophia,Svensson,Industristigen 33,Sundsvall,99246,Sverige,SE,19940317-1103,+46,046-119 02 13,1994-03-17,True
Hilde,Vik,Aunehaugen 3,Magnehelle,0947,Norge,NO,19751015-9827,+47,18 86 92 25,1975-10-15,True
Ryan,Hansen,Guerrero Course 18039,Port Jared,01408,Danmark,DK,19910121-6666,+45,589.451.5437x0636,1991-01-21,True
Jessica,Campbell,Kyle Bypass 2809,Farleystad,90163,Danmark,DK,19720610-8361,+358,(359)909-6198x6356,1972-06-10,True
Gunvor,Karlsson,Fabrikstorget 457,Sandviken,11559,Sverige,SE,19610822-3991,+46,034-290 09 62,1961-08-22,True
Natalie,Forsberg,Parkvägen 5,Landskrona,11995,Sverige,SE,19540307-9292,+46,0549-31 67 91,1954-03-07,False
Inger,Iversen,Gulbrandsenjordet 383,Magnesand,9637,Norge,NO,19481230-9813,+47,+47 23 10 24 43,1948-12-30,True
Christine,Garrett,Hill Highway 938,Owensside,20774,Danmark,DK,19690112-3248,+45,001-383-866-7808x6475,1969-01-12,True
Ivar,Madsen,Johnsenmarka 47,Tveit,6807,Norge,NO,19710517-4087,+47,+47 79 94 67 02,1971-05-17,True
Olle,Svensson,Åkervägen 968,Uddevalla,50866,Sverige,SE,19481211-5150,+46,0819-328 80,1948-12-11,True
Jeffrey,Montgomery,Scott Spring 948,Harrisfort,60470,Danmark,DK,19770331-1941,+45,+1-818-986-2909x2396,1977-03-31,True
Gunilla,Näslund,Villatorget 54,Skellefteå,50952,Sverige,SE,19660321-2456,+46,0278-39 20 85,1966-03-21,True
Elisabeth,Petersson,Skolstigen 59,Halmstad,80463,Sverige,SE,19670327-1918,+46,+46 (0)56 96 30 68,1967-03-27,True
Tommy,Nilsson,Storvägen 8,Kristianstad,63215,Sverige,SE,19640902-8687,+46,014-32 17 32,1964-09-02,True
Ebba,Nilsson,Trädgårdsvägen 19,Trelleborg,86738,Sverige,SE,19971120-8847,+46,0438-848 69,1997-11-20,True
Timo,Laaksonen,Kiitäjänbulevardi 8,Ylivieska,00549,Finland,FI,19730209-3583,+358,+358 33 0644479,1973-02-09,True
Solveig,Jensen,Bakkentjernet 7,Martinsen,7712,Norge,NO,19960120-3765,+47,961 74 235,1996-01-20,True
Barbara,Fransson,Åkergatan 1,Falun,85509,Sverige,SE,19920915-9661,+46,+46 (0)41 93 23 74,1992-09-15,True
Tor,Moe,Holmvollen 749,Kimsund,5969,Norge,NO,19651202-7695,+47,+47 07 98 73 37,1965-12-02,True
Sven-Erik,Pihl,Industrigatan 4,Luleå,31702,Sverige,SE,19680312-1708,+46,+46 (0)8 800 831 57,1968-03-12,True
Samuli,Pulkkinen,Agricolanpolku 762,Merikarvia,30989,Finland,FI,19720705-2750,+358,0119035795,1972-07-05,True
Bryan,Pratt,Cook Islands 355,West Francisco,88200,Danmark,DK,19650125-4070,+45,7503873459,1965-01-25,True
Sofie,Berge,Andreasseneggen 83,Sofiehavn,5629,Norge,NO,19980515-4874,+47,98425113,1998-05-15,True
Cecilie,Halvorsen,Henriksentjernet 9E,Abrahamsen,9321,Norge,NO,19520307-9619,+47,+47 99 96 67 00,1952-03-07,True
Knut,Eriksson,Strandstigen 98,Göteborg,53344,Sverige,SE,19930324-8841,+46,08-38 89 22,1993-03-24,True
Siri,Karlsson,Gengatan 3,Östersund,33450,Sverige,SE,19800913-0783,+46,08-42 44 37,1980-09-13,True
Timothy,Wright,Mullins Crescent 27408,Petersonland,45930,Danmark,DK,19770323-1689,+45,310.377.0568x656,1977-03-23,True
Ingemar,Bäckman,Ekstigen 91,Ängelholm,41906,Sverige,SE,19671206-4171,+46,08-742 34 41,1967-12-06,False
Gerd,Gulbrandsen,Jakobsenlia 3,Kristofferstrøm,0806,Norge,NO,19830324-9494,+47,481 90 612,1983-03-24,True
Duane,Watts,Andrew Way 3812,South Crystal,69615,Danmark,DK,19490323-7951,+45,001-768-250-1477,1949-03-23,True
Stian,Henriksen,Mathisenstubben 7,Reidunfjell,1105,Norge,NO,19840609-0140,+47,94718812,1984-06-09,True
Glenn,Beck,Long Overpass 390,Jamesbury,46293,Danmark,DK,19710223-9928,+45,(596)531-9483x45601,1971-02-23,True
Ludvig,Näslund,Kyrkogatan 7,Skellefteå,22454,Sverige,SE,19771202-6893,+46,033-97 28 45,1977-12-02,True
Lena,Brolin,Grangatan 689,Malmö,65382,Sverige,SE,19690422-4709,+46,+46 (0)536 357 72,1969-04-22,True
Emilie,Nilsson,Järnvägsgatan 3,Motala,70423,Sverige,SE,20000827-2460,+46,+46 (0)60 47 63 57,2000-08-27,True
Dag,Ødegård,Strandstubben 2,Joakimborg,3230,Norge,NO,19940717-9480,+47,92500727,1994-07-17,True
Ulrika,Hansson,Björkvägen 3,Trelleborg,93915,Sverige,SE,19630924-8213,+46,035-41 42 23,1963-09-24,True
Moa,Eriksson,Strandvägen 985,Norrköping,67540,Sverige,SE,19590826-6352,+46,011-467 24 09,1959-08-26,True
Michelle,Johnson,Chelsea Dam 1952,Kristinaport,60546,Danmark,DK,19750527-9611,+45,(944)419-5366,1975-05-27,True
Ryan,Frost,Edward Ports 52565,New Ralphfort,72431,Danmark,DK,19811026-6782,+45,398.637.5581x702,1981-10-26,True
Michael,Björk,Skogsgatan 484,Sundsvall,28286,Sverige,SE,19860427-5544,+46,+46 (0)914 608 19,1986-04-27,True
Martine,Simonsen,Haugemoen 2,Marenodden,5513,Norge,NO,19970205-1757,+47,+47 76 13 35 97,1997-02-05,True
Kjell,Haugen,Lietoppen 6,Strand,5619,Norge,NO,19771106-4732,+47,43750348,1977-11-06,True
Magnus,Sæther,Eidehaugen 35,Gunnarsund,8278,Norge,NO,19620425-7054,+47,51 72 96 41,1962-04-25,True
Yvonne,Hosseini,Villavägen 26,Kalmar,93002,Sverige,SE,19980908-6569,+46,08-38 98 93,1998-09-08,True
Janne,Tangen,Ellingsenhagen 845,Thomasvær,6844,Norge,NO,19591124-0612,+47,93877276,1959-11-24,True
Brandon,Kelly,Jonathan Pass 4782,New Leemouth,76864,Danmark,DK,19421108-4901,+45,001-890-222-1640,1942-11-08,True
Elsa,Frid,Järnvägstorget 08,Helsingborg,28196,Sverige,SE,19550321-8330,+46,08-349 998 55,1955-03-21,True
Magnus,Andersen,Lundemoen 4,Erlingås,7970,Norge,NO,19990720-8647,+47,446 37 771,1999-07-20,True
Karen,Schultz,Grant Radial 0609,Jonesside,75286,Danmark,DK,19401112-4943,+45,(831)681-2126,1940-11-12,True
Klas,Boström,Industrigatan 68,Norrköping,58211,Sverige,SE,19440808-8717,+46,08-46 85 82,1944-08-08,True
Odd,Berge,Jenssenhavna 96C,Haug,9253,Norge,NO,19551202-6702,+47,24 95 90 42,1955-12-02,True
Rune,Englund,Gengatan 73,Varberg,58390,Sverige,SE,19690426-8667,+46,08-171 32 73,1969-04-26,True
Kaj,Håkansson,Skolvägen 92,Gävle,22720,Sverige,SE,19660108-2431,+46,055-28 43 91,1966-01-08,True
Eva,Hedman,Aspvägen 325,Östersund,18135,Sverige,SE,19480126-5838,+46,+46 (0)42 55 53 17,1948-01-26,True
Tone,Arnesen,Sandvikspranget 34,Eivindstrand,8632,Norge,NO,19491229-0696,+47,18563313,1949-12-29,True
William,Svensson,Granvägen 316,Trollhättan,20993,Sverige,SE,19930106-7538,+46,092-30 35 88,1993-01-06,True
Nils,Gustafsson,Fabrikstorget 8,Alingsås,88442,Sverige,SE,19940518-2952,+46,0060-103 58,1994-05-18,True
Torill,Næss,Halvorsenrøa 9,Abrahamsen,9842,Norge,NO,19611117-3005,+47,88207414,1961-11-17,True
Ulla,Johansson,Ängsvägen 72,Luleå,18071,Sverige,SE,19810411-1733,+46,080-840 82 04,1981-04-11,True
Anette,Gren,Kyrkvägen 1,Växjö,79025,Sverige,SE,19780210-0854,+46,013-50 80 04,1978-02-10,True
Albin,Norén,Idrottsgatan 9,Örnsköldsvik,40059,Sverige,SE,19490710-2619,+46,+46 (0)00 35 72 61,1949-07-10,True
Per,Gunnarsson,Villavägen 2,Göteborg,44674,Sverige,SE,19700720-2064,+46,096-841 36 78,1970-07-20,True
Stellan,Eklöf,Industrigatan 10,Sundsvall,56369,Sverige,SE,19821205-3022,+46,+46 (0)91 69 61 05,1982-12-05,True
Ingela,Bohman,Stationsgränd 2,Borlänge,62457,Sverige,SE,19700318-8000,+46,08-47 23 52,1970-03-18,True
Gunnar,Pettersen,Rønningtoppen 3,Haraldberg,7346,Norge,NO,19580314-8135,+47,903 85 795,1958-03-14,True
Roar,Antonsen,Henriksenkroken 89,Mikkelsen,8999,Norge,NO,19500505-8235,+47,44 04 99 72,1950-05-05,True
Stefan,Ali,Industritorget 8,Ängelholm,21121,Sverige,SE,19711213-7152,+46,08-680 139 10,1971-12-13,True
Lars,Göransson,Nyvägen 805,Motala,33185,Sverige,SE,19601101-9962,+46,08-88 69 90,1960-11-01,True
Erik,Andersson,Storvägen 6,Motala,44156,Sverige,SE,19460911-2488,+46,08-47 31 18,1946-09-11,True
Carola,Larsson,Industrigränd 38,Malmö,13818,Sverige,SE,19521006-5588,+46,009-619 25 45,1952-10-06,True
Gustaf,Malmqvist,Bäckvägen 665,Örnsköldsvik,64894,Sverige,SE,19920417-8865,+46,+46 (0)001 936 27,1992-04-17,False
Eva,Holmgren,Trädgårdsgatan 6,Borås,24106,Sverige,SE,19811008-1899,+46,057-674 51 66,1981-10-08,True
Anders,Karlsson,Åkerstigen 616,Skellefteå,65986,Sverige,SE,19840831-5543,+46,08-194 099 66,1984-08-31,True
Timothy,Davis,Ashley Drive 042,Stephenland,70197,Danmark,DK,19431112-1131,+45,373.205.1678,1943-11-12,True
Jon,Simonsen,Mathisenjordet 5E,Johansen,4030,Norge,NO,19710901-5078,+47,405 13 774,1971-09-01,True
Heidi,Kristiansen,Simonsengjerdet 1,Asbjørnstrand,9354,Norge,NO,19921115-8281,+47,+47 86 06 61 24,1992-11-15,False
Kristiina,Miettinen,Ilkankuja 083,Laitila,94873,Finland,FI,19620322-438T,+358,+358210590767,1962-03-22,True
Roy,Sutton,Felicia Ports 33540,South Melissashire,39361,Danmark,DK,19670720-6365,+45,974.330.3417,1967-07-20,True
Fredrik,Aasen,Jakobsenholtet 57,Christensen,9344,Norge,NO,19790621-9815,+47,02 36 96 42,1979-06-21,True
Johannes,Lundgren,Nyvägen 0,Malmö,12973,Sverige,SE,19700914-6468,+46,0730-905 42,1970-09-14,True
Irene,Haugland,Sivertsengata 5,Torillfoss,0662,Norge,NO,19820409-7597,+47,99569946,1982-04-09,True
Carolin,Larsson,Skolgränd 0,Sundsvall,87612,Sverige,SE,19580129-2254,+46,08-392 996 84,1958-01-29,True
Charles,Young,Steven Causeway 72316,New Ebony,32856,Danmark,DK,19610819-8436,+45,001-858-734-7334,1961-08-19,True
Marie,Jansson,Kyrktorget 442,Motala,17380,Sverige,SE,19820205-3622,+46,081-21 41 24,1982-02-05,True
Kevin,Roberts,Ray Tunnel 034,New Michelleshire,73221,Danmark,DK,19680507-9079,+45,999-391-1391x598,1968-05-07,True
Robert,Smith,Clark Prairie 9409,Robbinsbury,47778,Danmark,DK,19830917-8227,+45,(417)348-9421,1983-09-17,True
Calvin,Gallegos,Wood Ville 5208,Rodriguezhaven,92987,Danmark,DK,19971009-4359,+45,001-836-327-6898,1997-10-09,True
Bo,Andersson,Skolgatan 33,Jönköping,89950,Sverige,SE,19910723-4007,+46,068-316 72 84,1991-07-23,True
Richard,Björkman,Kyrkostigen 6,Sandviken,72354,Sverige,SE,19571028-8473,+46,08-531 185 33,1957-10-28,True
Rebecca,Hancock,Kristen Gateway 5497,Phillipshire,08188,Danmark,DK,19500223-4843,+45,+1-668-211-9067x46013,1950-02-23,True
Rolf,Henriksen,Kristiansenstranda 835,Birkeland,8074,Norge,NO,19790911-7419,+47,+47 90 82 22 64,1979-09-11,True
Robert,Jansson,Backvägen 679,Borås,21299,Sverige,SE,19651210-5361,+46,085-53 13 67,1965-12-10,True
Kevin,Anderson,Caitlin Shores 72559,Debratown,28498,Danmark,DK,19731001-0224,45,+1-315-522-8515x66669,1973-10-01,True
Carina,Omar,Asptorget 26,Luleå,29542,Sverige,SE,19791103-5859,+46,+46 (0)11 03 52 34,1979-11-03,True
Timothy,Hoffman,Rebecca Burgs 5770,Port Richard,43940,Danmark,DK,19980102-5099,+45,739-511-7536x84097,1998-01-02,True
Elizabeth,Sellers,Diaz Spurs 9610,Joshuaport,02944,Danmark,DK,19901024-7228,+45,2673549248,1990-10-24,True
Mikael,Helenius,Aidasmäentie 207,Turku,22933,Finland,FI,19720412-852C,+358,+358 51 9431259,1972-04-12,True
Linda,Jonsson,Villagatan 1,Halmstad,33663,Sverige,SE,19651209-2149,+46,+46 (0)15 31 63 68,1965-12-09,True
Sara,Johansson,Parkvägen 6,Sandviken,80690,Sverige,SE,19590212-8477,+46,+46 (0)89 44 76 18,1959-02-12,True
Verner,Jakobsson,Gentorget 98,Skövde,68284,Sverige,SE,19951205-1418,+46,08-675 523 11,1995-12-05,True
Tammy,Duran,Fisher Trail 6901,South Laura,07445,Danmark,DK,19530429-5869,+45,7515707822,1953-04-29,True
Kiara,Turner,Mary Field 57746,Garychester,07677,Danmark,DK,19630708-0624,+45,001-989-756-6277x488,1963-07-08,True
Michael,Sandell,Åkerstigen 002,Stockholm,38944,Sverige,SE,19661111-7946,+46,08-53 38 03,1966-11-11,True
Charlie,Fors,Kvarngatan 063,Norrköping,45703,Sverige,SE,19760214-1969,+46,08-042 411 02,1976-02-14,True
Eva,Johansson,Trädgårdsgränd 4,Falun,44341,Sverige,SE,19830223-2397,+46,0132-26 94 60,1983-02-23,True
Erik,Ødegård,Strandtoppen 79A,Monicafjell,6836,Norge,NO,19840420-4245,+47,468 55 841,1984-04-20,True
Nina,Knudsen,Bøestien 5,Aas,0902,Norge,NO,19590207-5270,+47,91281289,1959-02-07,True
Renee,Richardson,Amber Flats 030,Port Kellytown,59218,Danmark,DK,19740801-3996,+45,403-731-4091x0027,1974-08-01,True
Mariann,Sjöstedt,Åkergatan 4,Sundsvall,30670,Sverige,SE,19561111-2778,+46,08-815 10 69,1956-11-11,True
Irene,Johannessen,Lienberget 5,Kjetilnes,8533,Norge,NO,19821013-6154,+47,910 52 971,1982-10-13,True
Inger,Sjögren,Fabriksgatan 469,Uddevalla,67734,Sverige,SE,19650308-8715,+46,08-828 384 79,1965-03-08,True
Kim,Strand,Ruudhøgda 48B,Thorsen,2326,Norge,NO,19651229-5402,+47,414 06 021,1965-12-29,True
Dan,Lidström,Fabriksvägen 0,Lidköping,81786,Sverige,SE,19410820-4513,+46,036-672 10 58,1941-08-20,True
Joel,Andersson,Fabriksstigen 53,Västerås,77657,Sverige,SE,19840731-7887,+46,0182-543 88,1984-07-31,True
Richard,Ibrahim,Parktorget 003,Stockholm,36908,Sverige,SE,19890806-5759,+46,08-39 96 78,1989-08-06,True
Linda,Malmgren,Industritorget 521,Nyköping,70310,Sverige,SE,19961030-7031,+46,087-387 23 89,1996-10-30,True
Ann,Andersson,Strandstigen 25,Sundsvall,80458,Sverige,SE,19831118-3443,+46,005-41 07 70,1983-11-18,True
Birgitta,Svensson,Stationsvägen 502,Jönköping,36943,Sverige,SE,19911230-8593,+46,08-572 74 80,1991-12-30,True
Paul,Nelson,Lindsey Neck 750,North Michael,90597,Danmark,DK,19440425-4508,+45,001-967-240-2239x2095,1944-04-25,True
Erin,Hall,Deborah Plain 00133,Allenton,42584,Danmark,DK,19840630-9488,+45,+1-758-921-1460x83303,1984-06-30,True
Leif,Ruud,Hauglandbråten 1,Runehavn,5830,Norge,NO,19840322-7085,+47,970 79 633,1984-03-22,True
Margareta,Palmgren,Trädgårdsgatan 0,Jönköping,89429,Sverige,SE,19460222-1084,+46,011-62 31 40,1946-02-22,True
Jørgen,Helland,Karlsenengen 42,Jorunnhamn,6894,Norge,NO,19480924-8103,+47,909 77 744,1948-09-24,True
Susanna,Haavisto,Uunilinnuntie 18,Nousiainen,98475,Finland,FI,19960304-861H,+358,0359973970,1996-03-04,True
Anna,Engström,Skolgränd 31,Eskilstuna,45985,Sverige,SE,19800515-8344,+46,08-261 680 18,1980-05-15,True
Thomas,Larsson,Idrottsstigen 2,Örebro,37243,Sverige,SE,19651127-4235,+46,+46 (0)8 708 482 42,1965-11-27,True
Thor,Backlund,Idrottsgränd 8,Kalmar,99658,Sverige,SE,19440511-1870,+46,0940-60 89 18,1944-05-11,True
Jeffrey,Cowan,Jones Way 996,Quinnfort,69753,Danmark,DK,19450504-0757,+45,(846)388-6336,1945-05-04,True
Elise,Næss,Myhrehavna 66,Martinefjell,6297,Norge,NO,19960719-5972,+47,90854898,1996-07-19,True
Finn,Aas,Birkelandvika 65,Karlsen,1645,Norge,NO,19930609-5439,+47,46092278,1993-06-09,True
Ingegerd,Larsen,Järnvägsvägen 54,Göteborg,91739,Sverige,SE,19470914-5212,+46,+46 (0)788 731 04,1947-09-14,True
Linnéa,Westerlund,Kyrkgatan 6,Trelleborg,91541,Sverige,SE,19420627-6065,+46,+46 (0)02 06 71 26,1942-06-27,True
Simon,Olsson,Kyrkvägen 872,Lidköping,13644,Sverige,SE,19670331-7236,+46,+46 (0)179 371 61,1967-03-31,True
Aud,Eide,Aunestranda 79,Bakken,1876,Norge,NO,19650912-4027,+47,+47 71 58 48 88,1965-09-12,True
Johan,Johansson,Trädgårdsgatan 67,Trelleborg,49489,Sverige,SE,19460517-7176,+46,0000-72 50 77,1946-05-17,True
Håkan,Karlsson,Granvägen 9,Karlskoga,60115,Sverige,SE,19511128-4576,+46,+46 (0)46 30 32 44,1951-11-28,True
Lars,Hedström,Åkerstigen 535,Västerås,19302,Sverige,SE,19400302-3394,+46,+46 (0)503 594 16,1940-03-02,True
Julius,Öberg,Aspvägen 360,Karlskoga,53991,Sverige,SE,19700811-4133,+46,026-063 40 91,1970-08-11,True
Julia,Issa,Ängsgatan 1,Stockholm,83156,Sverige,SE,20000704-4927,+46,040-589 49 93,2000-07-04,True
Stefan,Ekström,Björkstigen 337,Jönköping,21851,Sverige,SE,19681015-3937,+46,0005-59 82 22,1968-10-15,True
Thomas,Olsson,Grangatan 55,Malmö,19997,Sverige,SE,19560816-7873,+46,08-826 52 57,1956-08-16,True
Erik,Andersson,Aspgatan 69,Trollhättan,48711,Sverige,SE,19500328-4139,+46,091-89 99 86,1950-03-28,True
Helge,Hansen,Aunevika 3,Fredrikfoss,1913,Norge,NO,19680706-6085,+47,96840418,1968-07-06,True
Ingalill,Lindberg,Bäckgatan 28,Södertälje,66000,Sverige,SE,19850711-4591,+46,08-779 11 65,1985-07-11,True
Kelly,Carter,Alyssa Curve 52298,Lindaview,44165,Danmark,DK,19591204-9162,+45,862.237.4305x4973,1959-12-04,True
Kristina,Palm,Backgatan 908,Skövde,53150,Sverige,SE,19860705-6072,+47,08-40 03 98,1986-07-05,True
Karl,Larsson,Kyrkvägen 945,Uddevalla,12859,Sverige,SE,19560929-5114,+46,+46 (0)8 089 550 87,1956-09-29,True
Stine,Sæther,Mathisenhavna 7,Evaøy,0827,Norge,NO,19430912-6113,+47,04493936,1943-09-12,True
Åsa,Blomberg,Parkgatan 31,Skövde,76288,Sverige,SE,19690510-1043,+46,+46 (0)092 209 50,1969-05-10,True
Petter,Helland,Jenssenmyra 25A,Pettersen,9737,Norge,NO,19861128-0361,+47,436 18 095,1986-11-28,True
Rebecca,Banks,Brittany Walk 3259,Muellertown,13259,Danmark,DK,19750618-8927,+45,7242361975,1975-06-18,True
Kjetil,Ahmed,Bakkemoen 30,Engen,9198,Norge,NO,19760629-2280,+47,929 99 707,1976-06-29,True
Vilhelm,Salo,Poretie 93,Kannonkoski,57589,Finland,FI,19600719-329J,+358,(+358) 013072077,1960-07-19,True
Therése,Lindberg,Björktorget 883,Mölndal,69200,Sverige,SE,19580119-9147,+46,+46 (0)63 26 10 41,1958-01-19,True
Sissel,Ahmed,Nielsenbakken 8,Jorunnsand,5325,Norge,NO,19540720-8299,+47,+47 30 80 53 58,1954-07-20,True
Ingeborg,Nielsen,Jakobsenvollen 77,Moen,0437,Norge,NO,19950122-2486,+47,982 76 160,1995-01-22,True
Roland,Johansson,Trädgårdsvägen 871,Trelleborg,38266,Sverige,SE,19890517-3334,+46,+46 (0)106 213 32,1989-05-17,True
Hans,Engström,Björktorget 28,Östersund,71798,Sverige,SE,19990106-4689,+46,046-74 08 91,1999-01-06,True
Arvid,Magnusson,Parkvägen 377,Södertälje,60597,Sverige,SE,19520910-8861,+46,093-165 15 57,1952-09-10,True
Anna,Danielsson,Idrottsgränd 17,Göteborg,35757,Sverige,SE,19930104-2667,+46,+46 (0)444 364 18,1993-01-04,True
Oskar,Sandgren,Kvarntorget 08,Malmö,18128,Sverige,SE,19751222-4669,+46,08-410 024 47,1975-12-22,True
Niclas,Engberg,Skolgränd 911,Trelleborg,74264,Sverige,SE,19851211-5130,+46,08-46 93 79,1985-12-11,True
Kirsten,Lunde,Eliassenberget 9E,Emilieås,7167,Norge,NO,19811022-0765,+47,+47 39 52 18 68,1981-10-22,True
Olli,Häkkinen,Caloniuksenpolku 2,Pukkila,19858,Finland,FI,19840222-204B,+358,003 856 5593,1984-02-22,True
Henrik,Halonen,Rantavarastonbulevardi 9,Naantali,61352,Finland,FI,19810712-034Y,+358,0827120881,1981-07-12,True
Aada,Latvala,Agnetanbulevardi 78,Lapinlahti,47372,Finland,FI,19610829-877H,+358,+358788637787,1961-08-29,True
Mats,Lundkvist,Trädgårdsvägen 473,Göteborg,81533,Sverige,SE,19470904-7846,+46,007-42 21 71,1947-09-04,True
Marie,Haug,Aunemoen 1,Bakken,1419,Norge,NO,19600328-2492,+47,474 57 787,1960-03-28,True
Juhani,Vuori,Runeberginpolku 9,Valtimo,19413,Finland,FI,19691103-200T,+358,+358 142688411,1969-11-03,True
Christina,Eriksson,Kvarnvägen 69,Kalmar,84080,Sverige,SE,19620319-9061,+46,08-402 18 01,1962-03-19,True
Pernilla,Björklund,Grangatan 232,Piteå,90129,Sverige,SE,19760903-2355,+46,043-818 48 93,1976-09-03,True
Oskar,Hultman,Kyrktorget 2,Alingsås,73771,Sverige,SE,19800805-2033,+46,0727-202 04,1980-08-05,True
Björn,Johansson,Aspgatan 353,Uppsala,63365,Sverige,SE,19690106-9790,+46,0941-479 63,1969-01-06,True
Charlotte,Larsson,Skolgatan 8,Norrköping,12641,Sverige,SE,19410201-1354,+46,033-830 50 90,1941-02-01,True
Gunnar,Berglund,Backvägen 40,Helsingborg,48040,Sverige,SE,19570611-5110,+46,0243-48 29 56,1957-06-11,True
Harriet,Larsson,Skoltorget 4,Karlskoga,72157,Sverige,SE,19440214-3709,+46,+46 (0)39 13 96 90,1944-02-14,True
Birgitta,Gunnarsson,Skogsvägen 3,Eskilstuna,81056,Sverige,SE,19961203-4799,+46,0905-06 79 30,1996-12-03,True
Fredrik,Nilsen,Strandgrenda 3,Hannehamn,6613,Norge,NO,19801026-8154,+47,42301559,1980-10-26,True
Trond,Mikkelsen,Kristensenskogen 1C,Jenssen,0528,Norge,NO,19860128-4686,+47,20 19 66 59,1986-01-28,True
